name,color,price,preSalePrice,link
Legacy Rag Top,Light Grey Marl,38.0,,https://us.shop.gymshark.com/products/gymshark-legacy-rag-top-light-grey-marl-ss23
Arrival Marl Long Sleeve T-Shirt,Iceberg Blue/Icy Blue Marl,26.0,,https://us.shop.gymshark.com/products/gymshark-arrival-marl-long-sleeve-t-shirt-iceberg-blue-icy-blue-marl-ss23
Vibes Fleece 1/4 Zip,Black,90.0,,https://us.shop.gymshark.com/products/gymshark-vibes-fleece-1-4-zip-black-ss23
Apollo Oversized T-Shirt,Black,22.0,,https://us.shop.gymshark.com/products/gymshark-apollo-oversized-t-shirt-black-aw22
Legacy Lifting Gloves,Magenta Pink,22.0,,https://us.shop.gymshark.com/products/gymshark-legacy-lifting-gloves-magenta-pink-ss23
Legacy T-Shirt,Black,26.0,,https://us.shop.gymshark.com/products/gymshark-legacy-t-shirt-black-ss23
Noah Ohlsen Sun Tank,White,30.0,,https://us.shop.gymshark.com/products/gymshark-noah-ohlsen-sun-tank-white-ss23
Apex Tank,Drift Grey/Evening Blue,42.0,,https://us.shop.gymshark.com/products/gymshark-apex-tank-drift-grey-evening-blue-ss23
Geo Seamless Long Sleeve T-Shirt,Atlantic Blue/Shark Blue,32.0,40.0,https://us.shop.gymshark.com/products/gymshark-geo-seamless-long-sleeve-t-shirt-atlantic-blue-shark-blue-aw22
React Drop Arm Tank,White,24.0,,https://us.shop.gymshark.com/products/gymshark-react-drop-arm-tank-white-aw22
React Stringer,White,24.0,,https://us.shop.gymshark.com/products/gymshark-react-stringer-white-aw22
Arrival Tank,Black,20.0,,https://us.shop.gymshark.com/products/gymshark-arrival-tank-black-ss22
Element Baselayer Shorts,Grey Print,26.0,,https://us.shop.gymshark.com/products/gymshark-element-baselayer-shorts-grey-print-ss22
React Drop Arm Tank,Black,24.0,,https://us.shop.gymshark.com/products/gymshark-react-drop-arm-tank-black-aw22
React Stringer,Black,24.0,,https://us.shop.gymshark.com/products/gymshark-react-stringer-black-aw22
React Stringer,Light Grey Core Marl,24.0,,https://us.shop.gymshark.com/products/gymshark-react-stringer-light-grey-core-marl-aw22
React Stringer,Navy,24.0,,https://us.shop.gymshark.com/products/gymshark-react-stringer-navy-aw22
Essential Oversized T-Shirt,White,26.0,,https://us.shop.gymshark.com/products/gymshark-oversized-t-shirt-white-aw21
Boxers 2pk,Black,20.0,,https://us.shop.gymshark.com/products/gymshark-boxers-2pk-black-aw21
Bold Shorts,Onyx Grey,18.0,30.0,https://us.shop.gymshark.com/products/gymshark-bold-shorts-onyx-grey-ss22
Element Baselayer Leggings,Grey Print,22.4,32.0,https://us.shop.gymshark.com/products/gymshark-element-baselayer-leggings-grey-print-ss22
Critical 2.0 Stringer,Black,22.4,28.0,https://us.shop.gymshark.com/products/gymshark-critical-stringer-black-aw21
Heavy Glute Band,Black,16.0,20.0,https://us.shop.gymshark.com/products/gymshark-heavy-glute-band-black
Arrival Sleeveless T-Shirt,White,20.0,,https://us.shop.gymshark.com/products/gymshark-arrival-sleeveless-t-shirt-white-ss22
Element Baselayer Leggings,Black,32.0,,https://us.shop.gymshark.com/products/gymshark-element-baselayer-leggings-black-aw21
Element Baselayer Leggings,White,32.0,,https://us.shop.gymshark.com/products/gymshark-element-baselayer-leggings-white-aw21
No Show Socks 3pk,Black,12.0,,https://us.shop.gymshark.com/products/gymshark-no-show-socks-3pk-black-aw21
Sport Seamless 1/4 Zip,Woodland Green/Hoya Green,41.6,52.0,https://us.shop.gymshark.com/products/gymshark-sport-seamless-1-4-zip-woodland-green-hoya-green-aw22
Sport Seamless 1/4 Zip,Black/Silhouette Grey,41.6,52.0,https://us.shop.gymshark.com/products/gymshark-sport-seamless-1-4-zip-black-silhouette-grey-aw22
Sport Seamless 1/4 Zip,Silhouette Grey/Black,41.6,52.0,https://us.shop.gymshark.com/products/gymshark-sport-seamless-1-4-zip-silhouette-grey-black-aw22
Geo Seamless Long Sleeve T-Shirt,Pepper Red/Salsa Red,32.0,40.0,https://us.shop.gymshark.com/products/gymshark-geo-seamless-long-sleeve-t-shirt-pepper-red-salsa-red-aw22
Critical Stringer,White,22.4,28.0,https://us.shop.gymshark.com/products/gymshark-critical-stringer-white-ss22
React Stringer,Slate Blue,24.0,,https://us.shop.gymshark.com/products/gymshark-react-stringer-slate-blue-aw22
Arrival Marl T-Shirt,Black/Silhouette Grey Marl,22.0,,https://us.shop.gymshark.com/products/gymshark-arrival-marl-t-shirt-black-silhouette-grey-marl-aw22
Element Baselayer Shorts,Black,26.0,,https://us.shop.gymshark.com/products/gymshark-element-baselayer-shorts-black-aw21
