,Name,Color,Price,Pre Sale Price,Link
125,Everyday Mini Holdall,Dusty Maroon,30.0,,https://us.shop.gymshark.com/products/gymshark-everyday-mini-holdall-dusty-maroon-ss23
126,Large Everyday Gym Bag ,Black,62.0,,https://us.shop.gymshark.com/products/gymshark-large-everyday-holdall-black-ss23
127,Large Everyday Gym Bag,Dusty Maroon,62.0,,https://us.shop.gymshark.com/products/gymshark-large-everyday-holdall-dusty-maroon-ss23
128,Reversible Bucket Hat,Pebble Grey,30.0,,https://us.shop.gymshark.com/products/gymshark-reversible-bucket-hat-pebble-grey-ss23
129,Reversible Bucket Hat,White/Orange/Peach,30.0,,https://us.shop.gymshark.com/products/gymshark-reversible-bucket-hat-white-orange-peach-ss23
130,Handwriting Sock,Firefly Green/White,12.0,,https://us.shop.gymshark.com/products/gymshark-handwriting-sock-firefly-green-white-ss23
131,33oz Water Bottle,Black,14.0,,https://us.shop.gymshark.com/products/gymshark-1l-water-bottle-black-ss23
132,Insulated Straw Cup,River Stone Grey/Evening Blue,26.0,,https://us.shop.gymshark.com/products/gymshark-iced-coffee-mug-river-stone-grey-evening-blue-ss23
133,Insulated Straw Cup,Misty Pink/Terracotta Pink,26.0,,https://us.shop.gymshark.com/products/gymshark-iced-coffee-mug-misty-pink-terracotta-pink-ss23
134,Handwriting Baseball Cap,White/Firefly Green,26.0,,https://us.shop.gymshark.com/products/gymshark-handwriting-baseball-cap-white-firefly-green-ss23
135,Small Everyday Gym Bag,Black,42.0,,https://us.shop.gymshark.com/products/gymshark-small-everyday-holdall-black-ss23
136,Small Everyday Gym Bag,Scandi Pink,42.0,,https://us.shop.gymshark.com/products/gymshark-small-everyday-holdall-scandi-pink-ss23
137,Small Everyday Gym Bag,Cement Brown,42.0,,https://us.shop.gymshark.com/products/gymshark-small-everyday-holdall-cement-brown-ss23
138,Everyday Mini Backpack,Cement Brown,30.0,,https://us.shop.gymshark.com/products/gymshark-everyday-mini-backpack-cement-brown-ss23
139,Barbell Pad,Black,20.0,,https://us.shop.gymshark.com/products/gymshark-barbell-pad-black-ss23
140,Barbell Pad,Magenta Pink,20.0,,https://us.shop.gymshark.com/products/gymshark-barbell-pad-magenta-pink-ss23
141,Everyday Wash Bag,Cement Brown,16.0,,https://us.shop.gymshark.com/products/gymshark-everyday-wash-bag-cement-brown-ss23
142,Everyday Wash Bag,Black,16.0,,https://us.shop.gymshark.com/products/gymshark-everyday-wash-bag-black-ss23
143,Everyday Wash Bag,Dusty Maroon,16.0,,https://us.shop.gymshark.com/products/gymshark-everyday-wash-bag-dusty-maroon-ss23
144,Medium Everyday Holdall,Light Grey,52.0,,https://us.shop.gymshark.com/products/gymshark-medium-everyday-holdall-light-grey-ss23
145,Sports Bottle,Flora Green/Desert Sage Green,20.0,,https://us.shop.gymshark.com/products/gymshark-sports-bottle-flora-green-desert-sage-green-ss23
146,Sports Bottle,River Stone Grey/Drift Grey,20.0,,https://us.shop.gymshark.com/products/gymshark-sports-bottle-river-stone-grey-drift-grey-ss23
147,Vibes Gilet,Black,70.0,,https://us.shop.gymshark.com/products/gymshark-vibes-gilet-black-aw22
148,Vibes Gilet,Navy/Lakeside Blue,70.0,,https://us.shop.gymshark.com/products/gymshark-vibes-gilet-navy-lakeside-blue-aw22
149,Element Baselayer Shorts,Silhouette Grey,26.0,,https://us.shop.gymshark.com/products/gymshark-element-baselayer-shorts-silhouette-grey-ss23
150,Element Baselayer Leggings,Silhouette Grey,32.0,,https://us.shop.gymshark.com/products/gymshark-element-baselayer-leggings-silhouette-grey-ss23
151,"Arrival 5"" Shorts",Firefly Green,26.0,,https://us.shop.gymshark.com/products/gymshark-arrival-5-shorts-firefly-green-ss23
152,Arrival Tank,Iceberg Blue,20.0,,https://us.shop.gymshark.com/products/gymshark-arrival-tank-iceberg-blue-ss23
153,Vibes Joggers,Navy/Lakeside Blue,66.0,,https://us.shop.gymshark.com/products/gymshark-vibes-joggers-navy-lakeside-blue-ss23
154,Vibes Fleece 1/4 Zip,Navy/Lakeside Blue,90.0,,https://us.shop.gymshark.com/products/gymshark-vibes-fleece-1-4-zip-navy-lakeside-blue-ss23
